1000,comment,Prequalified sentiment,Information,Opinion,Advice,Impression,Progress,Exercise,Body,Video,Length,Reviewer
2305,"I woke up being very frustrated with my partner. His alarm was going off way too early (and he's still in bed after my practice) but I couldn't sleep anymore, but I was so tired. This was the best morning practice for this situation. You always come up with the perfect practice to fit the day I'm having. It's wonderful! Thank you Adriene!",0.9993707538,-0.60,0.90,0.00,0.80,0.00,0.70,0.60,0.80,340,D
2306,"""Put your blanket around your shoulders like the boss that you are.""

I love you Adriene hahaha. Thank you for making self-care cool! Feeling so good about being consistent, 17 is a big number :)",0.9998581409,0.40,0.70,0.00,0.60,0.70,0.00,0.50,0.70,195,D
2307,"Awesome for Splits and to Pay Attention at the Breath!!!
Done in these days:
-18th January 2022: ✅",0.9993988276,0.60,0.70,0.60,0.80,0.70,0.60,0.70,0.80,98,D
2308,❤️   Benji!,0.9928199649,0.00,0.40,0.00,0.50,0.00,0.00,0.00,0.70,11,D
2309,Benji's lil leg sticking out from behind the plant pot <3 made me smile :) thank you Adriene. You have such a beautiful uplifting soul. Never stop shining your light,0.999845624,0.40,0.60,0.80,0.60,0.00,0.00,0.00,0.70,165,D
2310,😊❤️,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,4,D
2311,lol Benji's foot sticking out today and yesterday 😁,-0.9966243505,0.20,0.40,0.00,0.40,0.00,0.00,0.00,0.70,52,D
2312,I tested positive for c. today 😔 Too bad I can’t continue.,-0.9944900274,-0.80,0.00,0.00,0.00,-0.70,0.00,-0.90,0.00,59,D
2313,Very repetitive series,-0.999797523,-0.70,-0.90,0.00,-0.60,-0.90,-0.50,0.00,-0.90,22,D
2314,"I loved it! Gracias gracias gracias ! I’m so proud of myself , Adrien you changed my life ! Lots of love from Chile",0.9998795986,0.50,0.70,0.00,0.20,0.50,0.00,0.00,0.70,115,D
2315,"Thank you for this wonderful sequence, it is greatly appreciated! With much gratitude while savouring the moments, continuing thanks, all the best, namaste 🌞🧘🏽‍♂️💗🌟",0.999884367,0.50,0.70,0.00,0.20,0.50,0.00,0.00,0.70,169,D
2316,"Thank you for today Adriene I had unexpected tears at the end today, sadness that I wasn’t aware was there. I was glad I could release some of it 🙏🏼🌈💕",0.9972183704,0.70,0.00,0.00,0.60,0.00,0.00,0.70,0.60,154,D
2317,Today was my favorite day so far ❤️ So grateful for the peace this brought me. I feel completely different leaving the mat today.,0.9980096221,0.60,0.70,0.00,0.60,0.00,0.80,0.00,0.70,129,D
2318,"Day 18 ✔️✅✅☑️✅ ❤️One day, my hope is I can meet you in person and thank you for the change you have elicited in me, Adriene but till then, accept my gratitude here for your loving service. You’re like a sister to me and I sense so much purity in your presence. Thank you. 🙏",0.9998187423,0.80,0.70,0.30,0.80,0.60,0.00,0.00,0.90,274,D
2319,Thank you ❤,0.9998127818,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,11,D
2320,🙏🏽❤️,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,6,D
2321,Just finished 😎 gracias Adriene 😃,-0.9847481847,0.50,0.60,0.00,0.20,0.70,0.00,0.00,0.70,35,D
2322,"I cannot think of a better way to start the day than doing Yoga with you, sweet Adriene and all my virtual yogi friends across the globe. 🌍☺️",-0.9610914588,0.70,0.50,0.00,0.00,0.00,0.00,0.00,0.40,142,D
2323,"Who’s here with covid and still showing up, lol?",-0.9355906844,-0.40,0.50,0.00,0.00,0.70,0.00,-0.50,0.00,48,D
2324,"I am way behind, but working through the days one at a time.  I have finally completed day 19 (2/17/22)  and am determined to finish.  
This practice has been very helpful to me this year, in ways I didn't expect.  On an emotional level, I feel the breath work helping me manage strong feelings.  I'm working on speaking boundaries when they are needed rather than gathering tension until it explodes. On a physical level, I finally feel like I know how to engage my abs (after all these years!!) and it has made my other forms of exercise much more focused and beneficial.  
Grateful for the Move challenge and the YWA community. Namaste.",0.999135673,0.80,0.70,0.40,0.80,0.90,0.70,0.90,0.60,639,D
2325,I had to pause the video immediately because I was laughing at the start. Very sweet though.,0.9987755418,0.70,0.80,0.00,0.60,0.00,0.00,0.00,0.90,92,D
2326,"That wasn’t too difficult, a chance to go deeper into the poses. Must be getting stronger!",0.9953718781,0.90,0.60,0.00,0.80,0.80,0.90,0.80,0.60,90,D
2327,Still here and loving it. Thank you adriene 🤍,0.9998799562,0.60,0.70,0.00,0.50,0.70,0.00,0.00,0.70,46,D
2328,Every day is a gift 🎁 🧡,0.9991459846,0.60,0.70,0.00,0.30,0.00,0.00,0.00,0.50,25,D
2329,Almost did not make it to the mat today but “I’m strong” and with the last bit of strength made it . Thank you. Day 19 on the books 📚🤗….good practice everyone… thank you Adrienne!,0.9998495579,0.60,0.70,0.30,0.60,0.70,0.60,0.70,0.80,181,D
2330,just finished 30days...only took 3 days off! now starting again!,-0.7361409664,0.60,0.00,0.00,0.00,0.60,0.00,0.00,0.00,64,D
2331,Was I suppose to get paperwork,-0.9987200499,0.00,0.00,-0.40,0.00,0.00,0.00,0.00,0.00,30,D
2332,"I do these at night just caue I'm so busy in the morning I don't have the time,  and halfway through I was falling over and getting mad dizzy before remembering I had taken a sleeping pill  lol. still made it through the whole video tho !",-0.9950155616,-0.60,0.00,0.00,0.00,0.00,-0.30,-0.80,0.00,238,D
2333,I finished day 2. I want to work on completing my practice earlier and how I feel. I often do my practice at night and then have trouble sleeping. I drag in the morning. Let's see how I do tomorrow.,-0.9946468472,0.60,0.00,0.00,0.00,0.70,0.00,-0.60,0.00,198,D
2334,Thank you!,0.9998581409,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,10,D
2335,"A bit late to the party but I'm glad to be here. I'm recovering from long term Covid and have found this to be just the gentle push I needed in the right direction. Here's to a stronger, brighter, healthier 2022! Thank you Adriene and Benji for your love and light.",0.9997393489,0.40,0.50,0.00,0.60,0.60,0.40,0.00,0.70,265,D
2336,Great feeling groovy ❤️🙌🏻,0.9998503923,0.60,0.50,0.00,0.40,0.00,0.00,0.50,0.40,27,D
2337,"Beautiful, thank you 🙏",0.99987638,0.00,0.70,0.00,0.70,0.00,0.00,0.60,0.50,23,D
2338,"""Allow your breath to move your Mountain."" 🌬🏔🤍",0.9994816184,0.00,0.70,0.00,0.70,0.00,0.00,0.00,0.50,49,D
2339,Today it was a lot harder to be present and show up. I didn’t feel amazing this morning and struggled through not getting distracted during practice. But as a breastfeeding mama this opening practice was really appreciated.,0.9979529381,-0.40,0.00,0.40,-0.60,0.40,0.60,0.30,0.70,223,D
2340,❤️🙏😇🇷🇸,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,10,D
2341,Merci Adriene 💗,-0.9824860096,0.00,0.70,0.00,0.70,0.00,0.00,0.00,0.50,16,D
2342,"I had very different expectations from the thumbnail because of the sweater and the open hair and thus did not enjoy the practice at all. I was low energy today and thought that I'd get a slow practice, this core work was just too much for me today and she didn't offer any less arduous variations... Not gonna come back to this one!",-0.9995748401,-0.80,0.00,0.00,-0.90,0.00,-0.90,-0.90,-0.90,333,D
2343,"I was thinking “oh she’s wearing long sleeves today, it’s probably gonna be some light yoga.” Boy, was I wrong. First belly flop of the year for me. 😄",-0.9935412407,0.40,-0.30,-0.30,0.60,0.00,-0.60,-0.30,0.70,151,D
2344,I love the getting up before sunrise and to do gentle yoga  Namaste.,0.9993521571,0.70,0.50,0.00,0.60,0.30,0.60,0.40,0.60,68,D
2345,"Thank you, thank you, thank you!!!",0.9998682737,0.00,0.70,0.00,0.70,0.00,0.00,0.00,0.50,34,D
2346,Nice energetic practice ❤🙏,0.9998749495,0.00,0.50,0.00,0.50,0.00,0.50,0.00,0.60,27,D
2347,<3,0.9793465137,0.00,0.50,0.00,0.30,0.00,0.00,0.00,0.70,2,D
2348,During the practice I drank my favorite Ayurvedic tea. I love it.  My mind is so calm and I feel so relaxed. It was easy on mat. I was at ease with every movement. Thank you.,0.9998546839,0.70,0.80,0.00,0.70,0.00,0.00,0.80,0.80,174,D
2349,So beautiful. ❤ Thank you Adriene.,0.9998704195,0.00,0.70,0.00,0.70,0.00,0.00,0.00,0.50,34,D
2350,👋🏽👋🔥🔥💪💪🏾🔥🔥🔥🍒🍒👍👍🏽,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,32,D
2351,I feel disheartened that my core is so weak :( my lower back hurts so much when doing these and I had to take breaks in between. I feel weak 😅 I hope that showing up consistently will help..,-0.9986411929,-0.90,-0.50,0.00,-0.40,0.40,0.00,-0.90,0.00,191,D
2352,Is this pilates?,-0.9866760373,0.00,0.00,-0.40,0.00,0.00,-0.40,0.00,0.00,16,D
2353,"Adriene, you're killing me",-0.9978454113,-0.40,0.30,0.00,0.40,0.00,-0.40,-0.60,0.60,26,D
2354,This was exactly what I needed to say. A quick burst of fire! ❤️❤️❤️,0.9988417029,0.60,0.50,0.00,0.40,0.00,0.50,0.00,0.60,68,D
2355,Exactly what I needed today - such a powerful solar plexus snack 😊 Thank you Adriene 🙏❤️ Namaste everyone 🙏❤️,0.9964332581,0.50,0.60,0.00,0.50,0.00,0.90,0.70,0.60,112,D
2356,Loving Move. I’m practicing everyday in my summerhouse and really feeling the benefit.,0.9998704195,0.60,0.70,0.00,0.40,0.60,0.00,0.70,0.60,86,D
2357,I love you! You are dong some much for my mental and physical health!!!,0.9998183846,0.60,0.60,0.30,0.80,0.90,0.40,0.80,0.70,71,D
2358,I'm proud of myself :),0.9998544455,0.70,0.00,0.00,0.60,0.90,0.00,0.60,0.00,22,D
2359,"This is the fastest 30 days I’ve ever done 😭 not looking forward to the ending. Thank you Adriene, Namaste! 🔥🌞",0.9902533889,0.40,0.00,0.00,0.60,0.60,0.00,0.30,0.50,113,D
2360,Namaste✨☯️🙏,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,12,D
2361,Today I managed to lower myself to the ground with control a few times ☺️ my mind just clicked that I need to keep my arms to the side of my body rather than splay them out. Now it's just a matter of getting this to become muscle memory 😂,-0.9837477803,0.60,0.00,0.00,0.60,0.80,0.40,0.60,0.00,239,D
2362,"What's the best way to improve shoulder strength/mobility for that table position at 19 minutes? As soon as I tried it shoulders said ""Heck No.""",-0.9990686774,-0.40,0.00,0.80,0.30,0.00,-0.50,-0.60,0.00,144,D
2363,Sat Naam Adriane🙏,-0.980666697,0.00,0.50,0.00,0.50,0.00,0.30,0.00,0.40,18,D
2364,"Day 22 Courage
Adrienne you are my hero.
Because of you I have more courage in my life 💕
Thank you :))
Namaste",0.9998152852,0.60,0.70,0.00,0.60,0.80,0.00,0.00,0.60,111,D
2365,Another really good morning. See you all tomorrow.,0.99985075,0.00,0.60,0.00,0.30,0.60,0.00,0.00,0.30,50,D
2366,"Morning all! Been here every day but one for the 5 am (and the day I wasn’t here, I did it at 530 am) premier. Proud of myself for this because usually by now, I have quit the 30 day challenge. My goal this year is to focus more on yoga and stretching and being kind to me and my body.💗💗",0.992954433,0.80,0.40,0.00,0.00,0.70,0.00,0.70,0.00,289,D
2367,Courage. Thank you.,0.9998657703,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,19,D
2368,"My intention today is to find moments of mindfulness, and this practice helps me to do just that. Thank you!",0.9998449087,0.00,0.70,0.00,0.70,0.00,0.00,0.60,0.50,108,D
2369,Love you,0.9998613596,0.60,0.70,0.00,0.50,0.00,0.00,0.00,0.70,8,D
2370,💙💜💙,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,6,D
2371,"Keeping myself accountable: Day 23.

After finally getting into the habit of doing yoga everyday I'm starting to forget to post about it. I am perhaps starting to really keep myself accountable. I started commenting with the intention that if I did so the fear of having publically committed to this challenge and failing anyone who read the comment would motivate me - and it did. But perhaps I can really keep myself motivated purely just because I want to do it.",-0.976179719,0.70,0.50,0.00,0.50,0.90,0.00,0.00,0.60,465,D
2372,There are no words for the gratitude I have for this practice.  And returning to myself.,-0.9976348877,0.00,0.60,0.00,0.40,0.00,0.60,0.00,0.70,88,D
2373,Appreciated the laying down twist/shoulder stretches.  My shoulder aches are lessening over time!,-0.9648382068,0.60,0.50,0.00,0.60,0.70,0.70,0.40,0.60,97,D
2374,You lessons are so well planned and full of love. Thank you so much.,0.9998844862,0.70,0.70,0.00,0.60,0.00,0.70,0.00,0.80,68,D
2375,Why does knocking on heaven's door feel so darn good!  I remember doing it for the first time a few years back and not thinking too much of it - now it brings me such joy!,0.999853611,0.60,0.50,0.00,0.60,0.60,0.90,0.60,0.70,171,D
2376,"For me this is the best series yet. It’s such a great way to kick start the year and my triathlon training. I’m thinking I’ll just start day 1 again when I get to the end to see how different I am second time around. Tricky cause there’s so many other great videos like the deep stretch, shakti power flow to name but a few. You spoil us! ❤️",0.9991371036,0.60,0.80,0.00,0.50,0.70,0.00,0.00,0.70,341,D
2377,Thankyou another great class see you tomorrow ❤️,0.9997783303,0.30,0.50,0.00,0.50,0.00,0.00,0.00,0.60,48,D
2378,"This was amazing,thankyou🥰👏🏼x",0.9998663664,0.30,0.50,0.00,0.50,0.00,0.00,0.00,0.60,32,D
2379,"I know this may sound weird, but at the end of the practice I saw a soft cobalt blue light in my mind's eye. For sure a sign of softness and a richness for taking care of my mind and body 💙",0.9996545315,0.60,0.00,0.00,0.50,0.00,0.00,0.30,0.60,190,D
2380,🙏,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,2,D
2381,"It's been kind of a shitty day, so Adriene asking me to let go brought me to tears",-0.9974247217,-0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.60,82,D
2382,A few days ago I realized that there were no dislikes on one of your videos but it took me another few days to learn that the dislike-button can actually be unabled now! I first didn't notice because your videos are amazing and why would anyone dislike them :),-0.9441670775,-0.20,0.80,0.00,0.50,0.00,0.00,0.00,0.90,260,D
2383,"I have flat feet so every one leg stand is super difficult for me.. I have no arch in my foot so it goes inward and I lose my balance.
I was hoping one day maybe, Adriene, you could do a video with tips for yoga with flat feet, or maybe mention it in a future practice.

Or if anyone that has the same issue could share some advice? I would greatly appreciate it <3

Anyways.. It's day 24 and I'm still here :)
Thank you so much Adriene!!",-0.9436824918,-0.40,0.40,0.90,0.40,0.80,-0.30,-0.80,0.40,438,D
2384,Got emotional at the end…life is truly a gift. Thank you Adriene for the reminder 🤍,0.9998509884,0.50,0.50,0.00,0.60,0.00,0.00,0.00,0.60,84,D
2385,Awesome practice.  I didnt have perfect form continuously but I was able to do the 'drinky birds' =),0.9996157885,0.40,0.50,0.00,0.40,0.70,0.30,0.30,0.60,100,D
2386,"What a powerful practice. Our golden retriever of 13 years, which we got when I was a kid, is very sick with a tumor and I'm afraid these might be his last days. I look at Benji on video and I get so sad but I'm trying to think about the cycles of life, how things come and go, how everything around us is always moving through, and how we're here to process the change. Thank you Adriene ❤",0.9965450168,0.70,0.50,0.00,0.40,0.00,0.70,0.00,0.60,390,D
2387,i love it!!! your statements r so funny!!!,0.9998791218,0.00,0.50,0.00,0.60,0.00,0.00,0.00,0.70,42,D
2388,"Thank you so much Adrienne.
I am at Day 24 now and looking forward to practice with all your other videos after I complete Day 30.
Could you please post some videos for Yoda for splits in the future ? Made a pact with a few friends to be able to do splits by Xmas 2022.
I found your channel during a hotel quarantine March 2021 and so glad I did.",0.9991967082,0.70,0.70,0.80,0.60,0.60,0.00,0.30,0.40,346,D
